last,first,pos,num,misses,dz_miss,nz_miss,oz_miss,p1_miss,p2_miss,p3_miss,ot_miss,5v5_miss,ev_miss,pp_miss,sh_miss,miss_for_oi,miss_for_oi_5v5,miss_against_oi,miss_against_oi_5v5,miss_wide,miss_over,miss_post,miss_wrist,miss_slap,miss_snap,miss_back,miss_deflect,miss_tip,miss_wrap,miss_other
RIELLY,MORGAN,D,44,120.0,0.0,1.0,119.0,29.0,41.0,45.0,5.0,90.0,100.0,16.0,4.0,479.0,346.0,440.0,334.0,101.0,13.0,6.0,71.0,20.0,25.0,3.0,0.0,1.0,0.0,0.0
WOOD,MILES,L,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DESLAURIERS,NICOLAS,L,44,34.0,0.0,0.0,34.0,13.0,11.0,10.0,0.0,34.0,34.0,0.0,0.0,99.0,96.0,149.0,144.0,29.0,4.0,1.0,6.0,4.0,6.0,6.0,7.0,5.0,0.0,0.0
MCGINN,TYE,L,44,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,6.0,6.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
KASSIAN,ZACK,R,44,15.0,0.0,0.0,15.0,5.0,5.0,5.0,0.0,14.0,14.0,0.0,1.0,74.0,70.0,92.0,90.0,12.0,2.0,1.0,4.0,1.0,3.0,2.0,1.0,3.0,0.0,1.0
MCFARLAND,JOHN,C,45,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,4.0,11.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
WIDEMAN,CHRIS,D,45,22.0,0.0,0.0,22.0,5.0,9.0,7.0,1.0,19.0,20.0,2.0,0.0,145.0,132.0,186.0,179.0,17.0,4.0,1.0,15.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0
MORROW,JOE,D,45,9.0,0.0,0.0,9.0,2.0,5.0,2.0,0.0,5.0,7.0,2.0,0.0,95.0,71.0,106.0,92.0,8.0,1.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
BARBERIO,MARK,D,45,17.0,0.0,0.0,17.0,7.0,3.0,7.0,0.0,10.0,10.0,7.0,0.0,81.0,67.0,67.0,62.0,13.0,2.0,2.0,10.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0
VATANEN,SAMI,D,45,57.0,1.0,2.0,54.0,21.0,21.0,14.0,1.0,31.0,34.0,21.0,2.0,364.0,236.0,283.0,202.0,50.0,4.0,3.0,21.0,29.0,5.0,2.0,0.0,0.0,0.0,0.0
ELLIOTT,STEFAN,D,45,10.0,0.0,1.0,9.0,4.0,5.0,1.0,0.0,7.0,7.0,3.0,0.0,61.0,54.0,59.0,58.0,9.0,1.0,0.0,7.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
LABARBERA,JASON,G,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BERNIER,JONATHAN,G,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,474.0,357.0,451.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HELLBERG,MAGNUS,G,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EVERBERG,DENNIS,R,45,3.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,3.0,3.0,0.0,0.0,15.0,15.0,28.0,26.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ARCHIBALD,JOSH,R,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THOMPSON,PAUL,R,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KREJCI,DAVID,C,46,63.0,0.0,1.0,62.0,22.0,17.0,23.0,1.0,31.0,32.0,28.0,3.0,336.0,190.0,272.0,210.0,49.0,10.0,4.0,29.0,19.0,7.0,1.0,2.0,5.0,0.0,0.0
WELSH,JEREMY,C,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LATTA,MICHAEL,C,46,6.0,0.0,0.0,6.0,2.0,2.0,2.0,0.0,6.0,6.0,0.0,0.0,59.0,59.0,64.0,62.0,5.0,1.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
GORMLEY,BRANDON,D,46,10.0,0.0,0.0,10.0,2.0,6.0,2.0,0.0,10.0,10.0,0.0,0.0,51.0,45.0,59.0,58.0,10.0,0.0,0.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0
FRANSON,CODY,D,46,34.0,0.0,0.0,34.0,6.0,17.0,11.0,0.0,22.0,23.0,11.0,0.0,191.0,132.0,144.0,119.0,29.0,3.0,2.0,12.0,13.0,9.0,0.0,0.0,0.0,0.0,0.0
KUKAN,DEAN,D,46,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,22.0,20.0,22.0,21.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
KINDL,JAKUB,D,46,10.0,0.0,0.0,10.0,0.0,4.0,6.0,0.0,10.0,10.0,0.0,0.0,54.0,52.0,50.0,49.0,9.0,0.0,1.0,6.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
SPURGEON,JARED,D,46,57.0,0.0,1.0,56.0,14.0,26.0,17.0,0.0,41.0,45.0,12.0,0.0,312.0,245.0,361.0,287.0,50.0,6.0,1.0,25.0,20.0,10.0,1.0,0.0,1.0,0.0,0.0
WIERCIOCH,PATRICK,D,46,26.0,1.0,2.0,23.0,10.0,6.0,10.0,0.0,23.0,23.0,3.0,0.0,153.0,141.0,189.0,173.0,25.0,1.0,0.0,13.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0
POLAK,ROMAN,D,46,49.0,2.0,1.0,46.0,17.0,16.0,16.0,0.0,47.0,48.0,0.0,1.0,249.0,233.0,309.0,229.0,45.0,4.0,0.0,17.0,24.0,6.0,1.0,0.0,1.0,0.0,0.0
CARRICK,TREVOR,D,46,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,4.0,7.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEKAC,JIRI,L,46,10.0,0.0,0.0,10.0,3.0,4.0,3.0,0.0,8.0,9.0,1.0,0.0,48.0,37.0,33.0,31.0,7.0,3.0,0.0,5.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0
HRIVIK,MAREK,L,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIPON,JC,R,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BLUNDEN,MIKE,R,46,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,24.0,24.0,37.0,37.0,4.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
SISLO,MIKE,R,46,18.0,0.0,0.0,18.0,7.0,6.0,5.0,0.0,15.0,15.0,3.0,0.0,42.0,37.0,44.0,41.0,17.0,1.0,0.0,8.0,3.0,5.0,0.0,0.0,2.0,0.0,0.0
LINDBERG,TOBIAS,R,46,6.0,0.0,0.0,6.0,0.0,2.0,4.0,0.0,6.0,6.0,0.0,0.0,23.0,19.0,20.0,18.0,5.0,1.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
BERTSCHY,CHRISTOPH,C,47,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,2.0,13.0,13.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KOMAROV,LEO,C,47,58.0,0.0,1.0,57.0,22.0,15.0,18.0,3.0,40.0,43.0,12.0,3.0,331.0,218.0,224.0,174.0,45.0,10.0,3.0,15.0,8.0,9.0,5.0,4.0,17.0,0.0,0.0
GRANT,ALEX,D,47,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,7.0,7.0,21.0,19.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MARCHENKO,ALEXEY,D,47,28.0,0.0,0.0,28.0,7.0,9.0,12.0,0.0,28.0,28.0,0.0,0.0,191.0,180.0,209.0,151.0,26.0,1.0,1.0,7.0,20.0,0.0,0.0,0.0,1.0,0.0,0.0
MACDONALD,ANDREW,D,47,17.0,0.0,0.0,17.0,2.0,10.0,5.0,0.0,15.0,16.0,1.0,0.0,92.0,83.0,101.0,72.0,17.0,0.0,0.0,4.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0
PROUT,DALTON,D,47,22.0,0.0,0.0,22.0,5.0,8.0,9.0,0.0,22.0,22.0,0.0,0.0,175.0,170.0,197.0,163.0,18.0,2.0,2.0,10.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0
WARSOFSKY,DAVID,D,47,8.0,0.0,0.0,8.0,1.0,3.0,4.0,0.0,6.0,6.0,2.0,0.0,29.0,22.0,30.0,29.0,7.0,1.0,0.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0
LINDHOLM,HAMPUS,D,47,62.0,1.0,1.0,60.0,23.0,18.0,20.0,1.0,41.0,44.0,18.0,0.0,377.0,290.0,306.0,215.0,53.0,6.0,3.0,31.0,17.0,10.0,1.0,0.0,3.0,0.0,0.0
ODUYA,JOHNNY,D,47,51.0,0.0,1.0,50.0,21.0,18.0,12.0,0.0,51.0,51.0,0.0,0.0,331.0,308.0,391.0,283.0,43.0,5.0,3.0,15.0,33.0,1.0,0.0,0.0,1.0,0.0,1.0
JORDAN,MICHAL,D,47,13.0,0.0,0.0,13.0,3.0,5.0,5.0,0.0,13.0,13.0,0.0,0.0,101.0,98.0,91.0,78.0,12.0,1.0,0.0,6.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0
SCUDERI,ROB,D,47,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,21.0,21.0,20.0,20.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
KRUG,TOREY,D,47,98.0,1.0,1.0,96.0,33.0,37.0,28.0,0.0,58.0,61.0,37.0,0.0,401.0,244.0,303.0,259.0,81.0,10.0,7.0,46.0,37.0,10.0,2.0,0.0,3.0,0.0,0.0
BOGOSIAN,ZACH,D,47,39.0,1.0,0.0,38.0,3.0,13.0,21.0,2.0,28.0,33.0,5.0,1.0,239.0,197.0,289.0,243.0,38.0,1.0,0.0,9.0,23.0,5.0,1.0,0.0,1.0,0.0,0.0
BAERTSCHI,SVEN,L,47,44.0,1.0,0.0,43.0,12.0,9.0,19.0,4.0,27.0,33.0,11.0,0.0,167.0,123.0,182.0,170.0,36.0,6.0,2.0,23.0,4.0,4.0,4.0,6.0,3.0,0.0,0.0
SESTITO,TOM,L,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VERMIN,JOEL,R,47,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,12.0,10.0,12.0,12.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
SUTTER,BRODY,C,48,3.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,2.0,3.0,0.0,0.0,8.0,8.0,17.0,17.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
SHINKARUK,HUNTER,C,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HERTL,TOMAS,C,48,66.0,0.0,1.0,65.0,22.0,26.0,17.0,1.0,53.0,57.0,8.0,1.0,278.0,232.0,196.0,182.0,50.0,11.0,5.0,29.0,2.0,6.0,6.0,9.0,14.0,0.0,0.0
KENNEDY,TYLER,C,48,22.0,0.0,0.0,22.0,9.0,4.0,9.0,0.0,19.0,19.0,3.0,0.0,124.0,95.0,84.0,80.0,20.0,2.0,0.0,10.0,3.0,5.0,1.0,0.0,3.0,0.0,0.0
HINOSTROZA,VINCENT,C,48,3.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,3.0,3.0,0.0,0.0,7.0,6.0,8.0,8.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
CAMPBELL,ANDREW,D,48,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,17.0,17.0,19.0,19.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
MILLER,COLIN,D,48,29.0,0.0,0.0,29.0,10.0,11.0,7.0,1.0,23.0,23.0,6.0,0.0,154.0,118.0,118.0,109.0,27.0,1.0,1.0,9.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0
LINDBOHM,PETTERI,D,48,5.0,0.0,0.0,5.0,1.0,3.0,1.0,0.0,5.0,5.0,0.0,0.0,34.0,34.0,18.0,17.0,4.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MARTINOOK,JORDAN,L,48,53.0,1.0,0.0,52.0,14.0,18.0,21.0,0.0,47.0,47.0,3.0,3.0,189.0,171.0,294.0,206.0,43.0,6.0,4.0,32.0,3.0,4.0,2.0,5.0,7.0,0.0,0.0
SHAW,LOGAN,R,48,25.0,0.0,0.0,25.0,10.0,8.0,7.0,0.0,22.0,22.0,2.0,1.0,105.0,82.0,141.0,127.0,21.0,2.0,2.0,7.0,9.0,4.0,1.0,1.0,3.0,0.0,0.0
SIMON,DOMINIK,C,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHINKARUK,HUNTER,C,49,7.0,0.0,1.0,6.0,2.0,3.0,2.0,0.0,7.0,7.0,0.0,0.0,25.0,23.0,29.0,29.0,6.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
RASK,VICTOR,C,49,75.0,1.0,0.0,74.0,30.0,24.0,20.0,1.0,56.0,62.0,13.0,0.0,321.0,218.0,254.0,225.0,67.0,3.0,5.0,33.0,4.0,19.0,9.0,4.0,4.0,0.0,2.0
CLAESSON,FREDRIK,D,49,6.0,0.0,0.0,6.0,1.0,3.0,2.0,0.0,6.0,6.0,0.0,0.0,50.0,48.0,65.0,51.0,6.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
LEIGHTON,MICHAEL,G,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LEIPSIC,BRENDAN,L,49,4.0,0.0,0.0,4.0,2.0,1.0,1.0,0.0,3.0,3.0,1.0,0.0,25.0,20.0,18.0,18.0,4.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
TANGRADI,ERIC,L,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MERSCH,MICHAEL,L,49,9.0,0.0,0.0,9.0,4.0,3.0,2.0,0.0,8.0,8.0,1.0,0.0,37.0,33.0,47.0,42.0,8.0,0.0,1.0,4.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0
GALIEV,STANISLAV,R,49,16.0,0.0,1.0,15.0,4.0,4.0,8.0,0.0,13.0,13.0,3.0,0.0,48.0,39.0,40.0,39.0,12.0,3.0,1.0,6.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0
EKBLAD,AARON,D,5,58.0,0.0,2.0,56.0,15.0,26.0,16.0,1.0,40.0,43.0,15.0,0.0,308.0,222.0,283.0,241.0,53.0,2.0,3.0,17.0,33.0,8.0,0.0,0.0,0.0,0.0,0.0
LARSSON,ADAM,D,5,38.0,0.0,2.0,36.0,9.0,17.0,12.0,0.0,35.0,37.0,0.0,1.0,215.0,194.0,333.0,229.0,33.0,5.0,0.0,11.0,20.0,7.0,0.0,0.0,0.0,0.0,0.0
JACKMAN,BARRET,D,5,29.0,0.0,0.0,29.0,7.0,8.0,14.0,0.0,28.0,28.0,0.0,1.0,195.0,192.0,141.0,119.0,25.0,3.0,1.0,12.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0
RUHWEDEL,CHAD,D,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FOLIN,CHRISTIAN,D,5,5.0,0.0,0.0,5.0,2.0,1.0,2.0,0.0,4.0,5.0,0.0,0.0,59.0,55.0,90.0,66.0,5.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
CECI,CODY,D,5,44.0,1.0,1.0,42.0,20.0,12.0,12.0,0.0,36.0,40.0,3.0,1.0,241.0,209.0,300.0,225.0,33.0,9.0,2.0,24.0,14.0,5.0,0.0,0.0,1.0,0.0,0.0
MURPHY,CONNOR,D,5,51.0,0.0,2.0,49.0,17.0,18.0,16.0,0.0,45.0,48.0,3.0,0.0,283.0,238.0,365.0,282.0,44.0,4.0,3.0,29.0,15.0,6.0,1.0,0.0,0.0,0.0,0.0
GIRARDI,DAN,D,5,29.0,0.0,0.0,29.0,12.0,9.0,8.0,0.0,26.0,29.0,0.0,0.0,225.0,208.0,379.0,299.0,25.0,2.0,2.0,9.0,14.0,1.0,1.0,1.0,3.0,0.0,0.0
RUNDBLAD,DAVID,D,5,5.0,0.0,0.0,5.0,1.0,2.0,2.0,0.0,5.0,5.0,0.0,0.0,21.0,18.0,16.0,14.0,4.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
WARSOFSKY,DAVID,D,5,16.0,0.0,0.0,16.0,4.0,6.0,6.0,0.0,13.0,13.0,3.0,0.0,58.0,44.0,38.0,32.0,16.0,0.0,0.0,8.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0
MCBAIN,JAMIE,D,5,19.0,0.0,0.0,19.0,2.0,8.0,9.0,0.0,15.0,16.0,3.0,0.0,151.0,129.0,87.0,82.0,18.0,1.0,0.0,5.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0
OLEKSIAK,JAMIE,D,5,6.0,0.0,0.0,6.0,2.0,2.0,2.0,0.0,6.0,6.0,0.0,0.0,52.0,49.0,45.0,40.0,3.0,2.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
GARRISON,JASON,D,5,47.0,1.0,0.0,46.0,10.0,16.0,20.0,1.0,38.0,41.0,4.0,2.0,253.0,227.0,293.0,229.0,41.0,5.0,1.0,18.0,23.0,2.0,3.0,0.0,0.0,0.0,1.0
HOLZER,KORBINIAN,D,5,11.0,0.0,0.0,11.0,5.0,1.0,5.0,0.0,11.0,11.0,0.0,0.0,83.0,80.0,82.0,77.0,11.0,0.0,0.0,8.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
SBISA,LUCA,D,5,10.0,0.0,1.0,9.0,4.0,4.0,2.0,0.0,10.0,10.0,0.0,0.0,97.0,89.0,163.0,136.0,8.0,2.0,0.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
FAYNE,MARK,D,5,33.0,1.0,0.0,32.0,9.0,12.0,12.0,0.0,32.0,32.0,0.0,1.0,194.0,189.0,236.0,191.0,27.0,6.0,0.0,16.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0
GIORDANO,MARK,D,5,84.0,0.0,0.0,84.0,29.0,30.0,23.0,2.0,52.0,59.0,23.0,2.0,387.0,268.0,415.0,303.0,64.0,14.0,6.0,52.0,17.0,10.0,2.0,0.0,2.0,0.0,1.0
STUART,MARK,D,5,25.0,0.0,0.0,25.0,7.0,11.0,7.0,0.0,25.0,25.0,0.0,0.0,157.0,150.0,241.0,159.0,23.0,2.0,0.0,9.0,13.0,1.0,2.0,0.0,0.0,0.0,0.0
GUENIN,NATE,D,5,6.0,1.0,1.0,4.0,2.0,3.0,1.0,0.0,6.0,6.0,0.0,0.0,46.0,45.0,103.0,85.0,5.0,1.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
HANIFIN,NOAH,D,5,57.0,0.0,1.0,56.0,10.0,27.0,19.0,1.0,42.0,44.0,13.0,0.0,308.0,231.0,288.0,265.0,48.0,8.0,1.0,12.0,24.0,16.0,4.0,0.0,0.0,0.0,1.0
VERMETTE,ANTOINE,C,50,33.0,0.0,1.0,32.0,5.0,17.0,9.0,2.0,25.0,26.0,6.0,1.0,245.0,173.0,258.0,199.0,29.0,3.0,1.0,12.0,6.0,3.0,5.0,2.0,5.0,0.0,0.0
GAUNCE,BRENDAN,C,50,9.0,0.0,0.0,9.0,4.0,3.0,2.0,0.0,8.0,9.0,0.0,0.0,43.0,39.0,48.0,41.0,6.0,2.0,1.0,5.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0
TIERNEY,CHRIS,C,50,30.0,0.0,0.0,30.0,10.0,6.0,14.0,0.0,28.0,28.0,0.0,2.0,171.0,157.0,209.0,149.0,27.0,1.0,2.0,15.0,2.0,2.0,3.0,4.0,4.0,0.0,0.0
PELECH,ADAM,D,50,2.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,21.0,21.0,30.0,22.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIELOFF,PATRICK,D,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PERCY,STUART,D,50,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,7.0,5.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRAWFORD,COREY,G,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,560.0,457.0,578.0,449.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GUSTAVSSON,JONAS,G,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.0,160.0,242.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BINNINGTON,JORDAN,G,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GUDLEVSKIS,KRISTERS,G,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,12.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIEUWEN,NATHAN,G,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MICHALEK,STEVE,G,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LANDER,ANTON,C,51,16.0,1.0,0.0,15.0,6.0,5.0,5.0,0.0,13.0,13.0,1.0,2.0,126.0,106.0,183.0,126.0,14.0,0.0,2.0,3.0,5.0,2.0,3.0,1.0,2.0,0.0,0.0
DESHARNAIS,DAVID,C,51,21.0,1.0,0.0,20.0,3.0,12.0,5.0,1.0,18.0,20.0,1.0,0.0,208.0,148.0,162.0,142.0,18.0,2.0,1.0,8.0,2.0,5.0,4.0,0.0,1.0,0.0,1.0
NIELSEN,FRANS,C,51,71.0,2.0,0.0,69.0,30.0,20.0,20.0,1.0,46.0,50.0,20.0,1.0,289.0,198.0,240.0,171.0,63.0,6.0,2.0,38.0,4.0,9.0,7.0,1.0,12.0,0.0,0.0
SPOONER,RYAN,C,51,56.0,1.0,1.0,54.0,17.0,24.0,14.0,1.0,32.0,37.0,19.0,0.0,271.0,144.0,242.0,220.0,46.0,5.0,5.0,39.0,6.0,4.0,5.0,0.0,2.0,0.0,0.0
KALININ,SERGEY,C,51,30.0,0.0,0.0,30.0,12.0,10.0,8.0,0.0,22.0,23.0,6.0,1.0,173.0,144.0,159.0,148.0,27.0,1.0,2.0,7.0,3.0,7.0,5.0,0.0,7.0,0.0,1.0
FILPPULA,VALTTERI,C,51,28.0,0.0,0.0,28.0,9.0,7.0,10.0,2.0,14.0,17.0,9.0,2.0,282.0,188.0,257.0,178.0,19.0,8.0,1.0,16.0,4.0,2.0,2.0,0.0,4.0,0.0,0.0
CAMPBELL,BRIAN,D,51,44.0,1.0,0.0,43.0,18.0,10.0,16.0,0.0,30.0,31.0,12.0,1.0,337.0,245.0,289.0,232.0,38.0,2.0,4.0,9.0,27.0,7.0,1.0,0.0,0.0,0.0,0.0
POULIOT,DERRICK,D,51,10.0,0.0,0.0,10.0,3.0,5.0,2.0,0.0,8.0,8.0,1.0,1.0,72.0,64.0,48.0,45.0,8.0,2.0,0.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
TYUTIN,FEDOR,D,51,20.0,1.0,0.0,19.0,7.0,6.0,7.0,0.0,19.0,19.0,0.0,1.0,184.0,169.0,202.0,150.0,20.0,0.0,0.0,8.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0
GARDINER,JAKE,D,51,86.0,0.0,0.0,86.0,25.0,31.0,30.0,0.0,61.0,65.0,21.0,0.0,422.0,300.0,303.0,267.0,79.0,5.0,2.0,40.0,35.0,7.0,1.0,1.0,1.0,0.0,1.0
