last,first,pos,num,hits,oz_hits,nz_hits,dz_hits,p1_hits,p2_hits,p3_hits,ot_hits,5v5_hits,ev_hits,pp_hits,sh_hits,hits_taken,oz_hits_t,nz_hits_t,dz_hits_t,p1_hits_t,p2_hits_t,p3_hits_t,ot_hits_t,5v5_hits_t,ev_hits_t,pp_hits_t,sh_hits_t,g_hit_5_5v5,b_hit_5_5v5,g_hit_10_5v5,b_hit_10_5v5,g_hit_5_ev,b_hit_5_ev,g_hit_10_ev,b_hit_10_ev,g_hit_5_pp,b_hit_5_pp,g_hit_10_pp,b_hit_10_pp,g_hit_5_sh,b_hit_5_sh,g_hit_10_sh,b_hit_10_sh
BAILEY,JUSTIN,R,56,8.0,8.0,0.0,0.0,3.0,3.0,2.0,0.0,8.0,8.0,0.0,0.0,12.0,3.0,0.0,9.0,5.0,2.0,5.0,0.0,10.0,10.0,2.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GRANT,DEREK,C,57,25.0,21.0,1.0,3.0,8.0,10.0,7.0,0.0,25.0,25.0,0.0,0.0,18.0,2.0,1.0,15.0,8.0,4.0,6.0,0.0,18.0,18.0,0.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WINGELS,TOMMY,C,57,203.0,158.0,6.0,39.0,85.0,58.0,60.0,0.0,194.0,195.0,3.0,5.0,103.0,31.0,1.0,71.0,44.0,27.0,32.0,0.0,94.0,97.0,3.0,3.0,194.0,0.0,193.0,1.0,195.0,0.0,194.0,1.0,3.0,0.0,3.0,0.0,5.0,0.0,5.0,0.0
VAN RIEMSDYK,TREVOR,D,57,44.0,35.0,2.0,7.0,15.0,16.0,13.0,0.0,38.0,41.0,0.0,3.0,122.0,24.0,2.0,96.0,55.0,38.0,29.0,0.0,117.0,120.0,1.0,1.0,38.0,0.0,38.0,0.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0
MYERS,TYLER,D,57,54.0,47.0,1.0,6.0,23.0,10.0,21.0,0.0,46.0,47.0,1.0,6.0,81.0,11.0,1.0,69.0,34.0,24.0,23.0,0.0,76.0,77.0,3.0,1.0,46.0,0.0,45.0,1.0,47.0,0.0,46.0,1.0,1.0,0.0,1.0,0.0,6.0,0.0,6.0,0.0
PERRON,DAVID,L,57,142.0,106.0,2.0,34.0,48.0,54.0,38.0,2.0,127.0,132.0,9.0,1.0,124.0,28.0,5.0,91.0,45.0,38.0,41.0,0.0,111.0,114.0,10.0,0.0,127.0,0.0,126.0,1.0,132.0,0.0,131.0,1.0,9.0,0.0,9.0,0.0,1.0,0.0,1.0,0.0
BOURQUE,GABRIEL,L,57,55.0,40.0,0.0,15.0,16.0,22.0,17.0,0.0,54.0,55.0,0.0,0.0,30.0,9.0,1.0,20.0,12.0,11.0,7.0,0.0,30.0,30.0,0.0,0.0,54.0,0.0,54.0,0.0,55.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MILLER,ANDREW,C,58,4.0,3.0,0.0,1.0,0.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,1.0,0.0,3.0,0.0,4.0,4.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CARRICK,CONNOR,D,58,5.0,4.0,0.0,1.0,2.0,2.0,1.0,0.0,5.0,5.0,0.0,0.0,6.0,1.0,2.0,3.0,4.0,1.0,1.0,0.0,6.0,6.0,0.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAVARD,DAVID,D,58,122.0,97.0,3.0,22.0,40.0,38.0,44.0,0.0,106.0,109.0,3.0,10.0,111.0,22.0,1.0,88.0,40.0,39.0,32.0,0.0,101.0,102.0,2.0,7.0,106.0,0.0,106.0,0.0,109.0,0.0,109.0,0.0,3.0,0.0,3.0,0.0,10.0,0.0,10.0,0.0
LETANG,KRIS,D,58,135.0,112.0,3.0,20.0,48.0,43.0,40.0,4.0,113.0,123.0,3.0,9.0,143.0,25.0,5.0,113.0,59.0,53.0,30.0,1.0,121.0,130.0,11.0,2.0,113.0,0.0,113.0,0.0,123.0,0.0,123.0,0.0,3.0,0.0,3.0,0.0,9.0,0.0,9.0,0.0
KYLINGTON,OLIVER,D,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FEDUN,TAYLOR,D,58,3.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LEIER,TAYLOR,L,58,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,8.0,1.0,0.0,7.0,4.0,2.0,2.0,0.0,8.0,8.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCHALLER,TIM,C,59,13.0,11.0,0.0,2.0,6.0,4.0,3.0,0.0,13.0,13.0,0.0,0.0,13.0,3.0,0.0,10.0,5.0,5.0,3.0,0.0,13.0,13.0,0.0,0.0,12.0,1.0,12.0,1.0,12.0,1.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JOSI,ROMAN,D,59,59.0,48.0,2.0,9.0,23.0,18.0,18.0,0.0,52.0,52.0,2.0,5.0,119.0,24.0,0.0,95.0,38.0,40.0,41.0,0.0,110.0,115.0,2.0,2.0,52.0,0.0,52.0,0.0,52.0,0.0,52.0,0.0,2.0,0.0,2.0,0.0,5.0,0.0,5.0,0.0
DZIURZYNSKI,DAVE,L,59,55.0,48.0,3.0,4.0,21.0,19.0,15.0,0.0,54.0,54.0,0.0,1.0,20.0,4.0,0.0,16.0,9.0,6.0,5.0,0.0,20.0,20.0,0.0,0.0,54.0,0.0,54.0,0.0,54.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
BURMISTROV,ALEXANDER,C,6,125.0,104.0,2.0,19.0,58.0,40.0,26.0,1.0,114.0,116.0,4.0,5.0,87.0,19.0,1.0,67.0,37.0,19.0,31.0,0.0,84.0,84.0,2.0,1.0,113.0,1.0,113.0,1.0,115.0,1.0,115.0,1.0,4.0,0.0,4.0,0.0,5.0,0.0,5.0,0.0
PARDY,ADAM,D,6,12.0,11.0,0.0,1.0,6.0,1.0,5.0,0.0,11.0,11.0,0.0,1.0,14.0,4.0,1.0,9.0,5.0,8.0,1.0,0.0,14.0,14.0,0.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
PETROVIC,ALEX,D,6,157.0,128.0,4.0,25.0,61.0,59.0,37.0,0.0,146.0,148.0,0.0,9.0,118.0,24.0,4.0,90.0,53.0,34.0,31.0,0.0,116.0,116.0,1.0,1.0,146.0,0.0,146.0,0.0,148.0,0.0,148.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,8.0,1.0
GREENE,ANDY,D,6,73.0,66.0,3.0,4.0,26.0,25.0,21.0,1.0,56.0,59.0,0.0,14.0,115.0,17.0,3.0,95.0,45.0,36.0,34.0,0.0,107.0,108.0,1.0,6.0,56.0,0.0,56.0,0.0,59.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,13.0,1.0
STRALMAN,ANTON,D,6,99.0,75.0,6.0,18.0,31.0,33.0,34.0,1.0,78.0,84.0,4.0,11.0,106.0,12.0,5.0,89.0,36.0,33.0,37.0,0.0,93.0,98.0,4.0,4.0,77.0,1.0,76.0,2.0,83.0,1.0,82.0,2.0,4.0,0.0,4.0,0.0,11.0,0.0,11.0,0.0
WIDEMAN,DENNIS,D,6,37.0,25.0,0.0,12.0,13.0,17.0,7.0,0.0,32.0,32.0,2.0,3.0,64.0,12.0,1.0,51.0,21.0,31.0,12.0,0.0,59.0,59.0,5.0,0.0,32.0,0.0,31.0,1.0,32.0,0.0,31.0,1.0,2.0,0.0,2.0,0.0,3.0,0.0,3.0,0.0
MCILRATH,DYLAN,D,6,93.0,75.0,3.0,15.0,34.0,33.0,26.0,0.0,91.0,92.0,0.0,1.0,50.0,9.0,1.0,40.0,22.0,14.0,14.0,0.0,50.0,50.0,0.0,0.0,90.0,1.0,90.0,1.0,91.0,1.0,91.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
JOHNSON,ERIK,D,6,126.0,95.0,4.0,27.0,48.0,40.0,38.0,0.0,101.0,106.0,1.0,19.0,109.0,22.0,4.0,83.0,43.0,40.0,26.0,0.0,103.0,104.0,3.0,2.0,101.0,0.0,101.0,0.0,106.0,0.0,106.0,0.0,1.0,0.0,1.0,0.0,19.0,0.0,19.0,0.0
PATERYN,GREG,D,6,100.0,75.0,0.0,25.0,36.0,38.0,26.0,0.0,95.0,96.0,0.0,4.0,95.0,14.0,2.0,79.0,35.0,38.0,22.0,0.0,91.0,92.0,0.0,3.0,94.0,1.0,94.0,1.0,95.0,1.0,95.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0
MUZZIN,JAKE,D,6,197.0,158.0,3.0,36.0,89.0,40.0,68.0,0.0,160.0,166.0,5.0,26.0,185.0,28.0,7.0,150.0,83.0,50.0,52.0,0.0,172.0,177.0,6.0,2.0,159.0,1.0,159.0,1.0,165.0,1.0,165.0,1.0,5.0,0.0,5.0,0.0,26.0,0.0,26.0,0.0
EDMUNDSON,JOEL,D,6,165.0,132.0,4.0,29.0,56.0,50.0,59.0,0.0,156.0,157.0,0.0,8.0,81.0,13.0,3.0,65.0,39.0,22.0,20.0,0.0,79.0,81.0,0.0,0.0,156.0,0.0,156.0,0.0,157.0,0.0,157.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0
SCANDELLA,MARCO,D,6,66.0,45.0,2.0,19.0,26.0,15.0,25.0,0.0,55.0,60.0,0.0,6.0,126.0,20.0,6.0,100.0,50.0,45.0,30.0,1.0,119.0,121.0,4.0,1.0,55.0,0.0,55.0,0.0,60.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0
WEBER,MIKE,D,6,108.0,78.0,3.0,27.0,41.0,37.0,30.0,0.0,104.0,104.0,0.0,4.0,35.0,6.0,3.0,26.0,13.0,15.0,7.0,0.0,35.0,35.0,0.0,0.0,104.0,0.0,103.0,1.0,104.0,0.0,103.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0
PULOCK,RYAN,D,6,13.0,11.0,1.0,1.0,5.0,2.0,6.0,0.0,13.0,13.0,0.0,0.0,15.0,5.0,0.0,10.0,5.0,4.0,6.0,0.0,14.0,15.0,0.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WEBER,SHEA,D,6,169.0,117.0,5.0,47.0,62.0,51.0,56.0,0.0,146.0,154.0,5.0,10.0,58.0,7.0,4.0,47.0,30.0,16.0,12.0,0.0,52.0,54.0,4.0,0.0,146.0,0.0,145.0,1.0,154.0,0.0,153.0,1.0,5.0,0.0,5.0,0.0,10.0,0.0,10.0,0.0
DALEY,TREVOR,D,6,42.0,32.0,0.0,10.0,13.0,10.0,19.0,0.0,37.0,38.0,1.0,3.0,110.0,17.0,4.0,89.0,50.0,35.0,24.0,1.0,101.0,105.0,4.0,1.0,37.0,0.0,37.0,0.0,38.0,0.0,38.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,3.0,0.0
WEBER,YANNICK,D,6,49.0,39.0,1.0,9.0,17.0,12.0,20.0,0.0,43.0,44.0,3.0,2.0,66.0,15.0,0.0,51.0,25.0,17.0,23.0,1.0,65.0,66.0,0.0,0.0,43.0,0.0,43.0,0.0,44.0,0.0,44.0,0.0,3.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0
RYAN,BOBBY,R,6,106.0,83.0,1.0,22.0,46.0,34.0,24.0,2.0,94.0,98.0,8.0,0.0,106.0,21.0,3.0,82.0,33.0,36.0,34.0,3.0,95.0,98.0,8.0,0.0,92.0,2.0,92.0,2.0,96.0,2.0,95.0,3.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
GRANLUND,MARKUS,C,60,31.0,24.0,1.0,6.0,16.0,10.0,5.0,0.0,31.0,31.0,0.0,0.0,37.0,13.0,2.0,22.0,6.0,11.0,20.0,0.0,30.0,31.0,5.0,1.0,31.0,0.0,31.0,0.0,31.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TREUTLE,NIKLAS,G,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BENOIT,ANDRE,D,61,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,0.0,3.0,2.0,1.0,1.0,0.0,4.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KULAK,BRETT,D,61,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,8.0,2.0,0.0,6.0,3.0,3.0,2.0,0.0,8.0,8.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRAUN,JUSTIN,D,61,95.0,78.0,2.0,15.0,27.0,34.0,32.0,2.0,75.0,82.0,1.0,12.0,155.0,30.0,1.0,124.0,59.0,55.0,41.0,0.0,152.0,154.0,0.0,1.0,74.0,1.0,74.0,1.0,81.0,1.0,81.0,1.0,1.0,0.0,1.0,0.0,12.0,0.0,12.0,0.0
OUELLET,XAVIER,D,61,5.0,4.0,0.0,1.0,1.0,2.0,2.0,0.0,4.0,4.0,0.0,1.0,6.0,1.0,1.0,4.0,2.0,2.0,2.0,0.0,6.0,6.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
NASH,RICK,L,61,69.0,56.0,0.0,13.0,23.0,28.0,18.0,0.0,65.0,65.0,1.0,3.0,46.0,9.0,0.0,37.0,12.0,20.0,14.0,0.0,41.0,42.0,3.0,1.0,65.0,0.0,65.0,0.0,65.0,0.0,65.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,3.0,0.0
PLOTNIKOV,SERGEI,L,61,101.0,79.0,3.0,19.0,36.0,30.0,35.0,0.0,99.0,101.0,0.0,0.0,66.0,16.0,1.0,49.0,20.0,27.0,19.0,0.0,66.0,66.0,0.0,0.0,99.0,0.0,99.0,0.0,101.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOLCHINSKY,SERGEY,L,61,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STONE,MARK,R,61,55.0,43.0,2.0,10.0,28.0,10.0,17.0,0.0,47.0,48.0,2.0,5.0,99.0,26.0,5.0,68.0,42.0,27.0,29.0,1.0,82.0,83.0,11.0,5.0,47.0,0.0,47.0,0.0,48.0,0.0,48.0,0.0,2.0,0.0,2.0,0.0,5.0,0.0,5.0,0.0
SUSTR,ANDREJ,D,62,29.0,20.0,1.0,8.0,16.0,8.0,5.0,0.0,25.0,25.0,0.0,4.0,121.0,24.0,3.0,94.0,52.0,40.0,29.0,0.0,116.0,117.0,0.0,4.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0
GRYBA,ERIC,D,62,132.0,98.0,7.0,27.0,49.0,45.0,38.0,0.0,118.0,119.0,0.0,13.0,112.0,24.0,6.0,82.0,42.0,35.0,35.0,0.0,110.0,110.0,0.0,2.0,118.0,0.0,117.0,1.0,119.0,0.0,118.0,1.0,0.0,0.0,0.0,0.0,13.0,0.0,13.0,0.0
TROTMAN,ZACH,D,62,71.0,61.0,2.0,8.0,16.0,31.0,24.0,0.0,64.0,66.0,1.0,4.0,99.0,19.0,0.0,80.0,38.0,31.0,30.0,0.0,96.0,96.0,1.0,2.0,64.0,0.0,64.0,0.0,66.0,0.0,66.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,4.0,0.0
HAGELIN,CARL,L,62,44.0,29.0,1.0,14.0,18.0,16.0,9.0,1.0,40.0,42.0,0.0,2.0,48.0,8.0,3.0,37.0,21.0,16.0,10.0,1.0,44.0,46.0,0.0,2.0,40.0,0.0,40.0,0.0,42.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
WAGNER,CHRIS,R,62,92.0,67.0,2.0,23.0,35.0,33.0,24.0,0.0,89.0,89.0,0.0,3.0,48.0,10.0,1.0,37.0,20.0,19.0,9.0,0.0,48.0,48.0,0.0,0.0,89.0,0.0,89.0,0.0,89.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0
MARCHAND,BRAD,C,63,65.0,57.0,3.0,5.0,24.0,23.0,16.0,2.0,53.0,57.0,0.0,8.0,111.0,16.0,0.0,95.0,41.0,39.0,31.0,0.0,96.0,101.0,3.0,7.0,53.0,0.0,53.0,0.0,57.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0
BOLLAND,DAVE,C,63,36.0,27.0,1.0,8.0,14.0,15.0,7.0,0.0,33.0,34.0,0.0,2.0,16.0,2.0,0.0,14.0,4.0,6.0,6.0,0.0,14.0,14.0,0.0,2.0,33.0,0.0,33.0,0.0,34.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
RIBEIRO,MIKE,C,63,61.0,48.0,1.0,12.0,26.0,13.0,22.0,0.0,58.0,60.0,1.0,0.0,76.0,20.0,3.0,53.0,33.0,17.0,26.0,0.0,70.0,72.0,4.0,0.0,58.0,0.0,58.0,0.0,60.0,0.0,60.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENNIS,TYLER,C,63,30.0,25.0,0.0,5.0,15.0,6.0,9.0,0.0,28.0,28.0,2.0,0.0,24.0,4.0,1.0,19.0,11.0,9.0,4.0,0.0,19.0,21.0,3.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
GABRIEL,KURTIS,R,63,4.0,3.0,0.0,1.0,2.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BLANDISI,JOSEPH,C,64,39.0,30.0,0.0,9.0,23.0,11.0,5.0,0.0,38.0,38.0,1.0,0.0,52.0,14.0,1.0,37.0,21.0,19.0,11.0,1.0,47.0,48.0,4.0,0.0,38.0,0.0,38.0,0.0,38.0,0.0,38.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
GRANLUND,MIKAEL,C,64,86.0,72.0,3.0,11.0,34.0,29.0,22.0,1.0,82.0,85.0,1.0,0.0,148.0,29.0,5.0,114.0,53.0,44.0,49.0,2.0,125.0,131.0,16.0,1.0,82.0,0.0,82.0,0.0,85.0,0.0,85.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BARTLEY,VICTOR,D,64,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HATHAWAY,GARNET,R,64,50.0,35.0,3.0,12.0,19.0,17.0,14.0,0.0,50.0,50.0,0.0,0.0,17.0,6.0,2.0,9.0,4.0,7.0,6.0,0.0,17.0,17.0,0.0,0.0,50.0,0.0,50.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOESEN,STEFAN,R,64,3.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RANDELL,TYLER,R,64,39.0,31.0,1.0,7.0,18.0,10.0,11.0,0.0,39.0,39.0,0.0,0.0,16.0,4.0,0.0,12.0,7.0,5.0,4.0,0.0,16.0,16.0,0.0,0.0,39.0,0.0,39.0,0.0,39.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHAW,ANDREW,C,65,148.0,122.0,2.0,24.0,46.0,49.0,53.0,0.0,141.0,144.0,4.0,0.0,190.0,40.0,5.0,145.0,64.0,58.0,68.0,0.0,175.0,178.0,12.0,0.0,140.0,1.0,140.0,1.0,143.0,1.0,143.0,1.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
ELSON,TURNER,C,65,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOURDE,YANNI,C,65,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,5.0,0.0,0.0,5.0,2.0,3.0,0.0,0.0,5.0,5.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEKEYSER,DANNY,D,65,88.0,72.0,0.0,16.0,31.0,25.0,31.0,1.0,64.0,68.0,1.0,19.0,75.0,9.0,1.0,65.0,31.0,21.0,23.0,0.0,71.0,72.0,0.0,3.0,64.0,0.0,64.0,0.0,68.0,0.0,68.0,0.0,1.0,0.0,1.0,0.0,19.0,0.0,19.0,0.0
KARLSSON,ERIK,D,65,84.0,60.0,1.0,23.0,29.0,30.0,25.0,0.0,72.0,75.0,0.0,9.0,147.0,29.0,5.0,113.0,53.0,46.0,46.0,2.0,135.0,137.0,7.0,3.0,72.0,0.0,72.0,0.0,75.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,0.0
HAINSEY,RON,D,65,85.0,73.0,5.0,7.0,30.0,20.0,33.0,2.0,80.0,83.0,0.0,2.0,101.0,22.0,4.0,75.0,38.0,39.0,23.0,1.0,92.0,95.0,0.0,6.0,80.0,0.0,79.0,1.0,83.0,0.0,82.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
STOLARZ,ANTHONY,G,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BURAKOVSKY,ANDRE,L,65,37.0,26.0,1.0,10.0,8.0,17.0,12.0,0.0,37.0,37.0,0.0,0.0,93.0,23.0,3.0,67.0,31.0,37.0,25.0,0.0,87.0,91.0,2.0,0.0,36.0,1.0,36.0,1.0,36.0,1.0,36.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GRENIER,ALEXANDRE,R,65,5.0,3.0,0.0,2.0,5.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,5.0,1.0,2.0,2.0,3.0,1.0,1.0,0.0,5.0,5.0,0.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOWD,NIC,C,67,6.0,4.0,0.0,2.0,2.0,2.0,2.0,0.0,6.0,6.0,0.0,0.0,5.0,2.0,0.0,3.0,3.0,1.0,1.0,0.0,5.0,5.0,0.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KERO,TANNER,C,67,19.0,13.0,0.0,6.0,7.0,7.0,5.0,0.0,19.0,19.0,0.0,0.0,24.0,5.0,1.0,18.0,8.0,10.0,6.0,0.0,23.0,24.0,0.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HARPUR,BEN,D,67,9.0,9.0,0.0,0.0,2.0,4.0,3.0,0.0,9.0,9.0,0.0,0.0,9.0,1.0,0.0,8.0,3.0,5.0,1.0,0.0,9.0,9.0,0.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POULIOT,BENOIT,L,67,35.0,25.0,0.0,10.0,14.0,9.0,12.0,0.0,34.0,35.0,0.0,0.0,40.0,8.0,2.0,30.0,12.0,15.0,13.0,0.0,34.0,34.0,6.0,0.0,34.0,0.0,34.0,0.0,35.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PACIORETTY,MAX,L,67,102.0,77.0,3.0,22.0,42.0,33.0,26.0,1.0,88.0,94.0,4.0,4.0,148.0,25.0,3.0,120.0,57.0,50.0,41.0,0.0,127.0,130.0,18.0,0.0,88.0,0.0,87.0,1.0,94.0,0.0,93.0,1.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0
BROWN,CHRIS,R,67,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FROLIK,MICHAEL,R,67,49.0,37.0,1.0,11.0,22.0,16.0,11.0,0.0,49.0,49.0,0.0,0.0,75.0,20.0,0.0,55.0,31.0,24.0,20.0,0.0,69.0,71.0,2.0,2.0,49.0,0.0,49.0,0.0,49.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
