last,first,pos,num,pens,oz_pen,nz_pen,dz_pen,nozone_pen,p1_pen,p2_pen,p3_pen,ot_pen,5v5_pen,ev_pen,pp_pen,sh_pen,pen_mins,min_pen,dblmin_pen,maj_pen,mis_pen,gamemis_pen,match_pen,ps_pen,pen_drawn,oz_pen_dr,nz_pen_dr,nozone_pen_dr,dz_pen_dr,p1_pen_dr,p2_pen_dr,p3_pen_dr,ot_pen_dr,5v5_pen_dr,ev_pen_dr,pp_pen_dr,sh_pen_dr,pen_min_dr,min_pen_dr,dblmin_pen_dr,maj_pen_dr,mis_pen_dr,gamemis_pen_dr,match_pen_dr,ps_pen_dr
PESCE,BRETT,D,54,8.0,0.0,1.0,1.0,6.0,2.0,2.0,4.0,0.0,7.0,8.0,0.0,0.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,6.0,0.0,2.0,3.0,3.0,0.0,5.0,8.0,0.0,0.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
HUDON,CHARLES,L,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KHAIRA,JUJHAR,L,54,5.0,0.0,0.0,0.0,5.0,3.0,2.0,0.0,0.0,5.0,5.0,0.0,0.0,13.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
BULMER,BRETT,R,54,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,9.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
LETESTU,MARK,C,55,5.0,1.0,0.0,2.0,2.0,1.0,3.0,1.0,0.0,4.0,5.0,0.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,2.0,1.0,1.0,3.0,1.0,0.0,5.0,5.0,0.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
SCHEIFELE,MARK,C,55,20.0,1.0,1.0,0.0,18.0,7.0,3.0,10.0,0.0,10.0,18.0,2.0,0.0,48.0,19.0,0.0,0.0,1.0,0.0,0.0,0.0,26.0,0.0,3.0,21.0,2.0,7.0,9.0,10.0,0.0,18.0,26.0,0.0,0.0,52.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0
ACCIARI,NOEL,C,55,4.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0,3.0,4.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
NESS,AARON,D,55,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BIEGA,ALEX,D,55,11.0,3.0,2.0,0.0,6.0,4.0,6.0,1.0,0.0,8.0,10.0,0.0,1.0,22.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,6.0,2.0,3.0,4.0,2.0,0.0,5.0,9.0,0.0,0.0,20.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0
COBURN,BRAYDON,D,55,18.0,0.0,5.0,1.0,12.0,3.0,10.0,5.0,0.0,10.0,18.0,0.0,0.0,53.0,14.0,0.0,3.0,1.0,0.0,0.0,0.0,7.0,1.0,2.0,4.0,0.0,2.0,3.0,2.0,0.0,5.0,7.0,0.0,0.0,23.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0
SUMMERS,CHRIS,D,55,2.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
EHRHOFF,CHRISTIAN,D,55,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,9.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
PARAYKO,COLTON,D,55,13.0,2.0,0.0,1.0,10.0,1.0,8.0,3.0,1.0,7.0,10.0,3.0,0.0,29.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,4.0,2.0,8.0,1.0,3.0,5.0,7.0,0.0,8.0,13.0,1.0,1.0,35.0,13.0,1.0,1.0,0.0,0.0,0.0,0.0
SCHULTZ,JEFF,D,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
RAMAGE,JOHN,D,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BOYCHUK,JOHNNY,D,55,14.0,1.0,0.0,3.0,10.0,8.0,3.0,3.0,0.0,10.0,11.0,0.0,3.0,31.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,10.0,0.0,2.0,4.0,4.0,1.0,8.0,10.0,0.0,1.0,28.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0
SCHULTZ,NICK,D,55,21.0,1.0,3.0,1.0,16.0,8.0,10.0,3.0,0.0,18.0,21.0,0.0,0.0,42.0,19.0,1.0,0.0,0.0,0.0,0.0,1.0,8.0,1.0,0.0,7.0,0.0,2.0,4.0,2.0,0.0,4.0,7.0,0.0,1.0,24.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0
KRONWALL,NIKLAS,D,55,15.0,0.0,2.0,4.0,9.0,6.0,4.0,5.0,0.0,5.0,9.0,2.0,4.0,30.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,1.0,2.0,2.0,1.0,0.0,4.0,5.0,0.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
RISTOLAINEN,RASMUS,D,55,12.0,3.0,0.0,2.0,7.0,3.0,5.0,3.0,1.0,7.0,11.0,1.0,0.0,33.0,9.0,0.0,1.0,1.0,0.0,0.0,1.0,18.0,1.0,2.0,13.0,2.0,4.0,9.0,5.0,0.0,15.0,17.0,1.0,0.0,39.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0
LOOV,VIKTOR,D,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCLEOD,CODY,L,55,38.0,2.0,7.0,5.0,24.0,21.0,12.0,5.0,0.0,24.0,37.0,0.0,1.0,138.0,22.0,1.0,12.0,2.0,1.0,0.0,0.0,31.0,5.0,3.0,21.0,2.0,15.0,12.0,4.0,0.0,15.0,31.0,0.0,0.0,118.0,15.0,2.0,12.0,1.0,1.0,0.0,0.0
ROBINSON,BUDDY,R,55,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRIESEN,ALEX,C,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FROESE,BYRON,C,56,8.0,1.0,2.0,1.0,4.0,4.0,3.0,1.0,0.0,6.0,7.0,0.0,1.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,4.0,0.0,1.0,5.0,0.0,0.0,5.0,5.0,1.0,0.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
DANO,MARKO,C,56,5.0,0.0,1.0,1.0,3.0,3.0,2.0,0.0,0.0,4.0,5.0,0.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,3.0,6.0,1.0,0.0,9.0,10.0,0.0,0.0,28.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0
MATHESON,MICHAEL,D,56,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CROSS,TOMMY,D,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
PIETILA,BLAKE,L,56,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
WOODS,BRENDAN,L,56,2.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
HAULA,ERIK,L,56,12.0,1.0,1.0,3.0,7.0,3.0,6.0,3.0,0.0,9.0,11.0,0.0,1.0,24.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,7.0,0.0,4.0,4.0,1.0,0.0,6.0,8.0,0.0,1.0,18.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
FIALA,KEVIN,L,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
PAAJARVI,MAGNUS,L,56,4.0,0.0,0.0,0.0,4.0,1.0,1.0,2.0,0.0,4.0,4.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,2.0,7.0,3.0,2.0,7.0,3.0,0.0,10.0,12.0,0.0,0.0,35.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0
BECK,TAYLOR,L,56,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
PULKKINEN,TEEMU,L,56,6.0,0.0,2.0,1.0,3.0,3.0,1.0,2.0,0.0,4.0,5.0,1.0,0.0,14.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,3.0,2.0,3.0,3.0,1.0,0.0,7.0,7.0,0.0,0.0,14.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
BAILEY,JUSTIN,R,56,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
GRANT,DEREK,C,57,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WINGELS,TOMMY,C,57,24.0,3.0,4.0,2.0,15.0,11.0,7.0,6.0,0.0,12.0,21.0,2.0,1.0,63.0,19.0,0.0,5.0,0.0,0.0,0.0,0.0,36.0,5.0,4.0,25.0,2.0,13.0,14.0,9.0,0.0,28.0,32.0,2.0,2.0,90.0,30.0,0.0,6.0,0.0,0.0,0.0,0.0
VAN RIEMSDYK,TREVOR,D,57,14.0,1.0,0.0,3.0,10.0,4.0,2.0,8.0,0.0,10.0,14.0,0.0,0.0,31.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,2.0,0.0,9.0,0.0,3.0,2.0,6.0,0.0,8.0,10.0,0.0,1.0,25.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0
MYERS,TYLER,D,57,24.0,1.0,3.0,5.0,15.0,8.0,6.0,10.0,0.0,18.0,22.0,1.0,1.0,72.0,19.0,1.0,2.0,1.0,1.0,0.0,0.0,10.0,1.0,1.0,6.0,2.0,5.0,2.0,3.0,0.0,5.0,8.0,2.0,0.0,23.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0
PERRON,DAVID,L,57,31.0,1.0,3.0,5.0,22.0,10.0,9.0,12.0,0.0,21.0,28.0,3.0,0.0,62.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,3.0,0.0,14.0,3.0,5.0,11.0,4.0,0.0,11.0,16.0,2.0,2.0,40.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
BOURQUE,GABRIEL,L,57,5.0,0.0,0.0,2.0,3.0,1.0,0.0,4.0,0.0,3.0,4.0,1.0,0.0,18.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,1.0,2.0,0.0,3.0,0.0,4.0,4.0,0.0,1.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
MILLER,ANDREW,C,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CARRICK,CONNOR,D,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAVARD,DAVID,D,58,17.0,4.0,2.0,0.0,11.0,7.0,2.0,8.0,0.0,9.0,14.0,1.0,2.0,45.0,15.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
LETANG,KRIS,D,58,34.0,1.0,4.0,1.0,28.0,10.0,10.0,14.0,0.0,24.0,33.0,1.0,0.0,66.0,33.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,4.0,2.0,13.0,3.0,6.0,9.0,6.0,1.0,11.0,19.0,1.0,2.0,44.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0
KYLINGTON,OLIVER,D,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FEDUN,TAYLOR,D,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LEIER,TAYLOR,L,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
SCHALLER,TIM,C,59,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,1.0,3.0,0.0,0.0,4.0,4.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
JOSI,ROMAN,D,59,20.0,1.0,5.0,0.0,14.0,6.0,6.0,8.0,0.0,12.0,19.0,1.0,0.0,43.0,19.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,0.0,3.0,12.0,0.0,3.0,4.0,8.0,0.0,7.0,13.0,1.0,1.0,33.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0
DZIURZYNSKI,DAVE,L,59,3.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,2.0,3.0,0.0,0.0,9.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BURMISTROV,ALEXANDER,C,6,16.0,0.0,0.0,4.0,12.0,6.0,6.0,4.0,0.0,14.0,14.0,1.0,1.0,32.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,2.0,17.0,2.0,11.0,6.0,5.0,0.0,19.0,21.0,0.0,1.0,44.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0
PARDY,ADAM,D,6,3.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,2.0,3.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,2.0,3.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
PETROVIC,ALEX,D,6,30.0,2.0,8.0,5.0,15.0,5.0,13.0,12.0,0.0,13.0,28.0,0.0,2.0,90.0,20.0,0.0,8.0,0.0,1.0,0.0,1.0,18.0,3.0,8.0,7.0,0.0,3.0,8.0,7.0,0.0,7.0,17.0,0.0,1.0,68.0,9.0,0.0,8.0,0.0,1.0,0.0,0.0
GREENE,ANDY,D,6,14.0,1.0,1.0,1.0,11.0,6.0,5.0,3.0,0.0,8.0,12.0,0.0,2.0,26.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,6.0,1.0,3.0,2.0,0.0,2.0,5.0,7.0,0.0,0.0,14.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
STRALMAN,ANTON,D,6,10.0,1.0,2.0,2.0,5.0,1.0,4.0,5.0,0.0,7.0,9.0,0.0,1.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,5.0,0.0,0.0,5.0,1.0,0.0,2.0,4.0,1.0,1.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
WIDEMAN,DENNIS,D,6,11.0,0.0,0.0,2.0,9.0,0.0,6.0,5.0,0.0,5.0,8.0,2.0,1.0,30.0,8.0,1.0,2.0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,7.0,1.0,1.0,2.0,6.0,1.0,6.0,8.0,1.0,1.0,26.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0
MCILRATH,DYLAN,D,6,22.0,0.0,2.0,2.0,18.0,7.0,11.0,4.0,0.0,17.0,22.0,0.0,0.0,64.0,17.0,0.0,4.0,1.0,0.0,0.0,0.0,13.0,0.0,2.0,11.0,0.0,5.0,6.0,2.0,0.0,4.0,12.0,0.0,1.0,46.0,8.0,0.0,4.0,1.0,0.0,0.0,0.0
JOHNSON,ERIK,D,6,18.0,0.0,2.0,2.0,14.0,5.0,8.0,5.0,0.0,12.0,16.0,1.0,1.0,50.0,15.0,0.0,2.0,0.0,1.0,0.0,0.0,14.0,2.0,2.0,8.0,2.0,6.0,2.0,6.0,0.0,11.0,14.0,0.0,0.0,31.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0
PATERYN,GREG,D,6,12.0,0.0,3.0,0.0,9.0,4.0,6.0,2.0,0.0,7.0,12.0,0.0,0.0,49.0,7.0,0.0,3.0,0.0,2.0,0.0,0.0,9.0,0.0,1.0,8.0,0.0,4.0,3.0,2.0,0.0,5.0,9.0,0.0,0.0,21.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0
MUZZIN,JAKE,D,6,28.0,4.0,0.0,4.0,20.0,6.0,13.0,8.0,1.0,18.0,24.0,2.0,2.0,64.0,27.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,5.0,3.0,3.0,4.0,1.0,0.0,5.0,7.0,0.0,1.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
EDMUNDSON,JOEL,D,6,28.0,3.0,2.0,3.0,20.0,8.0,14.0,6.0,0.0,20.0,27.0,0.0,1.0,63.0,24.0,0.0,3.0,0.0,0.0,0.0,1.0,17.0,2.0,2.0,11.0,2.0,3.0,11.0,3.0,0.0,8.0,15.0,0.0,2.0,43.0,14.0,0.0,3.0,0.0,0.0,0.0,0.0
SCANDELLA,MARCO,D,6,11.0,0.0,0.0,1.0,10.0,4.0,6.0,1.0,0.0,9.0,10.0,0.0,1.0,22.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,4.0,2.0,9.0,0.0,2.0,6.0,7.0,0.0,11.0,13.0,1.0,1.0,30.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
WEBER,MIKE,D,6,21.0,1.0,1.0,1.0,18.0,6.0,8.0,7.0,0.0,16.0,21.0,0.0,0.0,60.0,15.0,0.0,4.0,1.0,0.0,0.0,1.0,8.0,1.0,0.0,7.0,0.0,5.0,2.0,1.0,0.0,5.0,8.0,0.0,0.0,25.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0
PULOCK,RYAN,D,6,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
WEBER,SHEA,D,6,12.0,0.0,0.0,1.0,11.0,3.0,4.0,5.0,0.0,7.0,11.0,0.0,1.0,27.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,7.0,0.0,1.0,3.0,3.0,2.0,4.0,8.0,1.0,0.0,21.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0
DALEY,TREVOR,D,6,17.0,2.0,2.0,3.0,10.0,6.0,7.0,4.0,0.0,12.0,15.0,2.0,0.0,34.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,1.0,6.0,0.0,3.0,4.0,2.0,0.0,6.0,9.0,0.0,0.0,18.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
WEBER,YANNICK,D,6,12.0,1.0,2.0,1.0,8.0,4.0,4.0,4.0,0.0,8.0,12.0,0.0,0.0,24.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
RYAN,BOBBY,R,6,13.0,0.0,1.0,2.0,10.0,4.0,3.0,3.0,3.0,8.0,13.0,0.0,0.0,28.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,27.0,5.0,2.0,17.0,3.0,10.0,9.0,8.0,0.0,19.0,25.0,1.0,1.0,57.0,26.0,0.0,1.0,0.0,0.0,0.0,0.0
GRANLUND,MARKUS,C,60,7.0,0.0,0.0,2.0,5.0,2.0,2.0,3.0,0.0,3.0,5.0,0.0,2.0,14.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,6.0,1.0,4.0,3.0,1.0,0.0,8.0,8.0,0.0,0.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
TREUTLE,NIKLAS,G,60,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BENOIT,ANDRE,D,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KULAK,BRETT,D,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRAUN,JUSTIN,D,61,18.0,3.0,1.0,2.0,12.0,6.0,7.0,5.0,0.0,14.0,18.0,0.0,0.0,36.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,2.0,5.0,0.0,2.0,2.0,4.0,0.0,6.0,7.0,0.0,1.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
