last,first,pos,num,takeaways,oz_take,nz_take,dz_take,p1_take,p2_take,p3_take,ot_take,5v5_take,ev_take,pp_take,sh_take
UMBERGER,R.J.,C,20,4.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,4.0,4.0,0.0,0.0
NASH,RILEY,C,20,47.0,16.0,9.0,22.0,23.0,12.0,12.0,0.0,41.0,41.0,2.0,4.0
CORRADO,FRANK,D,20,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0
TAORMINA,MATT,D,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STANTON,RYAN,D,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUTER,RYAN,D,20,36.0,4.0,7.0,25.0,14.0,11.0,11.0,0.0,27.0,29.0,2.0,5.0
BARTLEY,VICTOR,D,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BERRA,RETO,G,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STEEN,ALEXANDER,L,20,36.0,13.0,6.0,17.0,11.0,10.0,13.0,2.0,28.0,32.0,2.0,2.0
SAAD,BRANDON,L,20,33.0,14.0,6.0,13.0,8.0,10.0,11.0,4.0,23.0,28.0,2.0,3.0
HIGGINS,CHRIS,L,20,7.0,4.0,2.0,1.0,1.0,5.0,1.0,0.0,5.0,5.0,0.0,2.0
THOMAS,CHRISTIAN,L,20,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
MILLER,DREW,L,20,8.0,3.0,4.0,1.0,2.0,3.0,3.0,0.0,7.0,7.0,0.0,1.0
GAZDIC,LUKE,L,20,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0
STEMPNIAK,LEE,R,20,31.0,13.0,7.0,11.0,9.0,11.0,9.0,2.0,24.0,28.0,1.0,2.0
SALOMAKI,MIIKKA,R,20,17.0,3.0,5.0,9.0,8.0,5.0,4.0,0.0,14.0,14.0,0.0,3.0
SUTTER,BRANDON,C,21,4.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,2.0,3.0,0.0,1.0
LAICH,BROOKS,C,21,12.0,7.0,3.0,2.0,6.0,2.0,4.0,0.0,10.0,10.0,0.0,2.0
STEPAN,DEREK,C,21,62.0,23.0,16.0,23.0,18.0,19.0,23.0,2.0,44.0,47.0,4.0,11.0
PALMIERI,KYLE,C,21,43.0,16.0,14.0,13.0,11.0,15.0,16.0,1.0,37.0,40.0,3.0,0.0
SHORE,NICK,C,21,13.0,5.0,4.0,4.0,5.0,3.0,5.0,0.0,10.0,10.0,1.0,2.0
BERGLUND,PATRIK,C,21,22.0,17.0,3.0,2.0,6.0,11.0,5.0,0.0,20.0,21.0,0.0,1.0
MATTEAU,STEFAN,C,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TATAR,TOMAS,C,21,30.0,16.0,3.0,11.0,9.0,8.0,12.0,1.0,27.0,30.0,0.0,0.0
TROCHECK,VINCENT,C,21,43.0,16.0,13.0,14.0,12.0,17.0,13.0,1.0,38.0,40.0,1.0,2.0
FERENCE,ANDREW,D,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POTTER,COREY,D,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WISNIEWSKI,JAMES,D,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KOSTKA,MICHAEL,D,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ROUSSEL,ANTOINE,L,21,30.0,15.0,7.0,8.0,9.0,10.0,11.0,0.0,25.0,25.0,0.0,5.0
VAN RIEMSDYK,JAMES,L,21,29.0,11.0,9.0,9.0,9.0,13.0,7.0,0.0,28.0,28.0,1.0,0.0
RYCHEL,KERBY,L,21,9.0,6.0,1.0,2.0,2.0,5.0,2.0,0.0,9.0,9.0,0.0,0.0
ERIKSSON,LOUI,L,21,48.0,14.0,14.0,20.0,9.0,21.0,17.0,1.0,37.0,43.0,0.0,5.0
RAYMOND,MASON,L,21,8.0,4.0,2.0,2.0,3.0,4.0,1.0,0.0,8.0,8.0,0.0,0.0
LAUGHTON,SCOTT,L,21,23.0,12.0,6.0,5.0,7.0,9.0,7.0,0.0,22.0,22.0,0.0,1.0
SMITH,BEN,R,21,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
SMITH-PELLY,DEVANTE,R,21,6.0,3.0,1.0,2.0,2.0,1.0,3.0,0.0,6.0,6.0,0.0,0.0
OKPOSO,KYLE,R,21,42.0,17.0,8.0,17.0,15.0,17.0,10.0,0.0,36.0,38.0,4.0,0.0
SCEVIOUR,COLTON,C,22,30.0,15.0,9.0,6.0,9.0,9.0,12.0,0.0,25.0,25.0,0.0,5.0
SHORE,DREW,C,22,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
KRUGER,MARCUS,C,22,3.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,3.0,3.0,0.0,0.0
VARONE,PHIL,C,22,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
HORCOFF,SHAWN,C,22,12.0,3.0,1.0,8.0,5.0,3.0,4.0,0.0,8.0,10.0,0.0,2.0
LEWIS,TREVOR,C,22,17.0,9.0,2.0,6.0,4.0,9.0,4.0,0.0,13.0,13.0,0.0,4.0
BOYLE,DAN,D,22,19.0,5.0,2.0,12.0,10.0,4.0,4.0,1.0,17.0,18.0,1.0,0.0
SHATTENKIRK,KEVIN,D,22,37.0,1.0,11.0,25.0,7.0,14.0,15.0,1.0,29.0,31.0,0.0,6.0
SCHENN,LUKE,D,22,3.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0
REDMOND,ZACH,D,22,6.0,0.0,0.0,6.0,2.0,1.0,3.0,0.0,5.0,5.0,0.0,1.0
CUNNINGHAM,CRAIG,L,22,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0
SEDIN,DANIEL,L,22,24.0,11.0,7.0,6.0,10.0,9.0,5.0,0.0,21.0,21.0,1.0,2.0
LARSSON,JOHAN,L,22,21.0,13.0,6.0,2.0,5.0,9.0,5.0,2.0,19.0,21.0,0.0,0.0
SCOTT,JOHN,L,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MOUILLIERAT,KAEL,L,22,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
THORNTON,SHAWN,L,22,9.0,2.0,0.0,7.0,4.0,2.0,3.0,0.0,9.0,9.0,0.0,0.0
MILANO,SONNY,L,22,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
CRACKNELL,ADAM,R,22,3.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,3.0,3.0,0.0,0.0
THORBURN,CHRIS,R,22,11.0,8.0,1.0,2.0,5.0,3.0,3.0,0.0,9.0,9.0,0.0,2.0
WEISE,DALE,R,22,17.0,11.0,3.0,3.0,4.0,5.0,8.0,0.0,17.0,17.0,0.0,0.0
CONDRA,ERIK,R,22,15.0,5.0,4.0,6.0,5.0,4.0,6.0,0.0,10.0,10.0,0.0,5.0
TOOTOO,JORDIN,R,22,17.0,8.0,5.0,4.0,8.0,6.0,3.0,0.0,17.0,17.0,0.0,0.0
NIEDERREITER,NINO,R,22,35.0,18.0,10.0,7.0,13.0,8.0,13.0,1.0,31.0,33.0,2.0,0.0
LAICH,BROOKS,C,23,17.0,11.0,3.0,3.0,10.0,3.0,4.0,0.0,15.0,15.0,0.0,2.0
KELLY,CHRIS,C,23,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
MEGNA,JAYSON,C,23,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
HENDRICKS,MATT,C,23,14.0,3.0,2.0,9.0,3.0,8.0,3.0,0.0,9.0,9.0,0.0,5.0
GRIMALDI,ROCCO,C,23,10.0,4.0,3.0,3.0,6.0,2.0,2.0,0.0,10.0,10.0,0.0,0.0
REINHART,SAM,C,23,19.0,10.0,3.0,6.0,4.0,5.0,9.0,1.0,18.0,19.0,0.0,0.0
GOMEZ,SCOTT,C,23,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0
WILSON,SCOTT,C,23,5.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,5.0,5.0,0.0,0.0
MONAHAN,SEAN,C,23,55.0,14.0,20.0,21.0,18.0,20.0,16.0,1.0,52.0,54.0,0.0,1.0
MATTHIAS,SHAWN,C,23,21.0,7.0,5.0,9.0,7.0,8.0,6.0,0.0,15.0,17.0,1.0,3.0
SILL,ZACH,C,23,4.0,3.0,0.0,1.0,1.0,0.0,3.0,0.0,4.0,4.0,0.0,0.0
EDLER,ALEXANDER,D,23,15.0,1.0,2.0,12.0,4.0,5.0,6.0,0.0,13.0,13.0,1.0,1.0
MANNING,BRANDON,D,23,7.0,1.0,1.0,5.0,0.0,3.0,4.0,0.0,7.0,7.0,0.0,0.0
LINDELL,ESA,D,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OLOFSSON,GUSTAV,D,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EKMAN-LARSSON,OLIVER,D,23,40.0,4.0,5.0,31.0,10.0,17.0,13.0,0.0,35.0,36.0,2.0,2.0
MCGINN,BROCK,L,23,4.0,3.0,1.0,0.0,0.0,3.0,1.0,0.0,4.0,4.0,0.0,0.0
BROWN,DUSTIN,L,23,40.0,20.0,8.0,12.0,11.0,18.0,10.0,1.0,33.0,34.0,0.0,6.0
FARNHAM,BOBBY,R,23,11.0,4.0,3.0,4.0,3.0,3.0,5.0,0.0,11.0,11.0,0.0,0.0
CLARKSON,DAVID,R,23,5.0,4.0,0.0,1.0,3.0,2.0,0.0,0.0,5.0,5.0,0.0,0.0
JASKIN,DMITRIJ,R,23,21.0,7.0,8.0,6.0,5.0,7.0,9.0,0.0,21.0,21.0,0.0,0.0
BROWN,J.T.,R,23,21.0,9.0,5.0,7.0,5.0,7.0,9.0,0.0,18.0,19.0,1.0,1.0
MALONE,BRAD,C,24,4.0,1.0,2.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0
CHIPCHURA,KYLE,C,24,25.0,8.0,8.0,9.0,8.0,8.0,9.0,0.0,22.0,23.0,0.0,2.0
LINDBERG,OSCAR,C,24,16.0,5.0,5.0,6.0,4.0,9.0,3.0,0.0,13.0,13.0,2.0,1.0
HOLLAND,PETER,C,24,34.0,11.0,10.0,13.0,14.0,11.0,8.0,1.0,23.0,26.0,6.0,2.0
HUNT,BRAD,D,24,2.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0
TINORDI,JARRED,D,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BENN,JORDIE,D,24,12.0,0.0,2.0,10.0,5.0,5.0,2.0,0.0,10.0,10.0,1.0,1.0
DUMBA,MATT,D,24,13.0,1.0,1.0,11.0,4.0,6.0,3.0,0.0,13.0,13.0,0.0,0.0
DESPRES,SIMON,D,24,11.0,1.0,2.0,8.0,3.0,4.0,4.0,0.0,9.0,10.0,0.0,1.0
NYSTROM,ERIC,L,24,6.0,1.0,2.0,3.0,2.0,2.0,2.0,0.0,5.0,5.0,0.0,1.0
DANAULT,PHILLIP,L,24,18.0,5.0,3.0,10.0,10.0,4.0,4.0,0.0,16.0,16.0,0.0,2.0
CRACKNELL,ADAM,R,24,20.0,7.0,4.0,9.0,10.0,1.0,9.0,0.0,20.0,20.0,0.0,0.0
FARNHAM,BOBBY,R,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HUDLER,JIRI,R,24,23.0,16.0,7.0,0.0,10.0,5.0,7.0,1.0,19.0,21.0,2.0,0.0
READ,MATT,R,24,34.0,12.0,12.0,10.0,11.0,12.0,9.0,2.0,23.0,26.0,0.0,8.0
CALLAHAN,RYAN,R,24,34.0,16.0,10.0,8.0,9.0,13.0,12.0,0.0,26.0,26.0,0.0,8.0
HAMILTON,FREDDIE,C,25,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
TALBOT,MAX,C,25,9.0,2.0,2.0,5.0,2.0,4.0,3.0,0.0,8.0,8.0,0.0,1.0
SANTORELLI,MIKE,C,25,5.0,0.0,2.0,3.0,3.0,1.0,1.0,0.0,5.0,5.0,0.0,0.0
GRIGORENKO,MIKHAIL,C,25,21.0,10.0,3.0,8.0,9.0,7.0,5.0,0.0,18.0,18.0,1.0,2.0
WHITE,RYAN,C,25,14.0,8.0,3.0,3.0,4.0,4.0,6.0,0.0,14.0,14.0,0.0,0.0
MATTEAU,STEFAN,C,25,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0
KARLSSON,WILLIAM,C,25,42.0,12.0,10.0,20.0,12.0,16.0,14.0,0.0,32.0,32.0,0.0,10.0
COLAIACOVO,CARLO,D,25,3.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0
BUTLER,CHRIS,D,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NURSE,DARNELL,D,25,13.0,1.0,0.0,12.0,5.0,6.0,2.0,0.0,10.0,11.0,0.0,2.0
BRODIN,JONAS,D,25,27.0,1.0,3.0,23.0,9.0,5.0,13.0,0.0,19.0,19.0,1.0,7.0
CARLE,MATTHEW,D,25,9.0,1.0,3.0,5.0,1.0,6.0,2.0,0.0,8.0,8.0,0.0,1.0
GREEN,MIKE,D,25,18.0,8.0,1.0,9.0,5.0,5.0,7.0,1.0,14.0,15.0,2.0,1.0
SAMUELSSON,PHILIP,D,25,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
MARKSTROM,JACOB,G,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TERRY,CHRIS,L,25,21.0,8.0,8.0,5.0,11.0,5.0,5.0,0.0,21.0,21.0,0.0,0.0
DE LA ROSE,JACOB,L,25,6.0,1.0,1.0,4.0,2.0,3.0,1.0,0.0,6.0,6.0,0.0,0.0
CHIMERA,JASON,L,25,15.0,14.0,0.0,1.0,6.0,6.0,3.0,0.0,12.0,13.0,0.0,2.0
CLUNE,RICH,L,25,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0
STALBERG,VIKTOR,L,25,29.0,7.0,9.0,13.0,12.0,11.0,6.0,0.0,20.0,20.0,0.0,9.0
RITCHIE,BRETT,R,25,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0
NEIL,CHRIS,R,25,11.0,5.0,4.0,2.0,6.0,3.0,2.0,0.0,11.0,11.0,0.0,0.0
WEISE,DALE,R,25,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
SMITH-PELLY,DEVANTE,R,25,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
WINNIK,DANIEL,C,26,35.0,18.0,4.0,13.0,12.0,12.0,11.0,0.0,29.0,30.0,0.0,5.0
STOLL,JARRET,C,26,6.0,1.0,1.0,4.0,1.0,2.0,3.0,0.0,3.0,4.0,0.0,2.0
STASTNY,PAUL,C,26,20.0,8.0,6.0,6.0,6.0,5.0,8.0,1.0,18.0,19.0,0.0,1.0
PETRY,JEFF,D,26,16.0,2.0,1.0,13.0,6.0,5.0,4.0,1.0,11.0,11.0,1.0,4.0
LILES,JOHN-MICHAEL,D,26,26.0,8.0,5.0,13.0,11.0,9.0,5.0,1.0,14.0,17.0,5.0,4.0
STONE,MICHAEL,D,26,15.0,2.0,6.0,7.0,5.0,3.0,6.0,1.0,13.0,15.0,0.0,0.0
WOTHERSPOON,TYLER,D,26,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
HAGELIN,CARL,L,26,15.0,6.0,2.0,7.0,9.0,4.0,2.0,0.0,13.0,13.0,0.0,2.0
MOULSON,MATT,L,26,18.0,8.0,6.0,4.0,12.0,3.0,3.0,0.0,18.0,18.0,0.0,0.0
PUEMPEL,MATT,L,26,6.0,2.0,3.0,1.0,2.0,2.0,2.0,0.0,6.0,6.0,0.0,0.0
ELIAS,PATRIK,L,26,5.0,4.0,0.0,1.0,1.0,1.0,3.0,0.0,4.0,4.0,0.0,1.0
VANEK,THOMAS,L,26,22.0,11.0,3.0,8.0,6.0,12.0,4.0,0.0,19.0,20.0,2.0,0.0
SMITH,BEN,R,26,7.0,4.0,2.0,1.0,5.0,2.0,0.0,0.0,6.0,6.0,0.0,1.0
WHEELER,BLAKE,R,26,38.0,19.0,11.0,8.0,17.0,13.0,8.0,0.0,31.0,31.0,3.0,4.0
ETEM,EMERSON,R,26,7.0,4.0,0.0,3.0,4.0,2.0,1.0,0.0,7.0,7.0,0.0,0.0
PAKARINEN,IIRO,R,26,10.0,5.0,2.0,3.0,6.0,0.0,4.0,0.0,8.0,9.0,0.0,1.0
PURCELL,TEDDY,R,26,9.0,5.0,1.0,3.0,3.0,2.0,4.0,0.0,7.0,7.0,2.0,0.0
JURCO,TOMAS,R,26,6.0,2.0,4.0,0.0,0.0,2.0,4.0,0.0,6.0,6.0,0.0,0.0
GALCHENYUK,ALEX,C,27,31.0,22.0,2.0,7.0,10.0,14.0,6.0,1.0,28.0,29.0,2.0,0.0
LEE,ANDERS,C,27,32.0,21.0,3.0,8.0,15.0,7.0,10.0,0.0,31.0,31.0,0.0,1.0
LAZAR,CURTIS,C,27,24.0,5.0,11.0,8.0,10.0,7.0,7.0,0.0,18.0,19.0,1.0,4.0
BJUGSTAD,NICK,C,27,25.0,10.0,8.0,7.0,9.0,8.0,5.0,3.0,18.0,23.0,1.0,1.0
DALPE,ZAC,C,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLENDENING,ADAM,D,27,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0
MARTINEZ,ALEC,D,27,8.0,2.0,0.0,6.0,4.0,2.0,2.0,0.0,4.0,4.0,1.0,3.0
PIETRANGELO,ALEX,D,27,41.0,9.0,6.0,26.0,10.0,16.0,14.0,1.0,30.0,31.0,4.0,6.0
HUTTON,BEN,D,27,30.0,0.0,6.0,24.0,9.0,11.0,10.0,0.0,25.0,25.0,0.0,5.0
HAMILTON,DOUGIE,D,27,15.0,2.0,0.0,13.0,2.0,4.0,9.0,0.0,14.0,15.0,0.0,0.0
FAULK,JUSTIN,D,27,45.0,13.0,13.0,19.0,12.0,19.0,14.0,0.0,35.0,39.0,3.0,3.0
ALZNER,KARL,D,27,24.0,6.0,7.0,11.0,10.0,6.0,8.0,0.0,22.0,22.0,0.0,2.0
QUINCEY,KYLE,D,27,8.0,0.0,2.0,6.0,4.0,2.0,2.0,0.0,1.0,2.0,0.0,6.0
MCDONAGH,RYAN,D,27,31.0,7.0,5.0,19.0,9.0,11.0,11.0,0.0,26.0,26.0,1.0,4.0
MURRAY,RYAN,D,27,17.0,4.0,2.0,11.0,9.0,5.0,3.0,0.0,12.0,12.0,5.0,0.0
MARTINSEN,ANDREAS,L,27,11.0,5.0,1.0,5.0,5.0,5.0,1.0,0.0,11.0,11.0,0.0,0.0
DROUIN,JONATHAN,L,27,8.0,1.0,2.0,5.0,1.0,2.0,4.0,1.0,6.0,8.0,0.0,0.0
EHLERS,NIKOLAJ,L,27,20.0,11.0,5.0,4.0,6.0,7.0,7.0,0.0,20.0,20.0,0.0,0.0
MOEN,TRAVIS,L,27,4.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,3.0,3.0,0.0,1.0
DONSKOI,JOONAS,R,27,33.0,13.0,14.0,6.0,14.0,10.0,5.0,4.0,29.0,33.0,0.0,0.0
MOORE,DOMINIC,C,28,24.0,7.0,7.0,10.0,8.0,8.0,8.0,0.0,16.0,17.0,0.0,7.0
BRODZIAK,KYLE,C,28,18.0,9.0,4.0,5.0,5.0,7.0,6.0,0.0,14.0,14.0,0.0,4.0
CORMIER,PATRICE,C,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAREY,PAUL,C,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GAUSTAD,PAUL,C,28,14.0,2.0,5.0,7.0,6.0,4.0,4.0,0.0,9.0,9.0,0.0,5.0
GARBUTT,RYAN,C,28,5.0,3.0,1.0,1.0,1.0,0.0,4.0,0.0,5.0,5.0,0.0,0.0
GIRGENSONS,ZEMGUS,C,28,16.0,4.0,6.0,6.0,2.0,10.0,4.0,0.0,13.0,13.0,0.0,3.0
SEVERSON,DAMON,D,28,16.0,1.0,1.0,14.0,3.0,7.0,3.0,3.0,10.0,14.0,2.0,0.0
COLE,IAN,D,28,8.0,0.0,1.0,7.0,5.0,1.0,2.0,0.0,8.0,8.0,0.0,0.0
TINORDI,JARRED,D,28,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
ZIDLICKY,MAREK,D,28,5.0,2.0,0.0,3.0,2.0,1.0,2.0,0.0,5.0,5.0,0.0,0.0
BEAULIEU,NATHAN,D,28,17.0,2.0,5.0,10.0,6.0,7.0,4.0,0.0,13.0,15.0,0.0,2.0
JOHNS,STEPHEN,D,28,6.0,0.0,0.0,6.0,4.0,2.0,0.0,0.0,5.0,6.0,0.0,0.0
STRACHAN,TYSON,D,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGOZZINO,ANDREW,L,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WILSON,GARRETT,L,28,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0
SCOTT,JOHN,L,28,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
KORPIKOSKI,LAURI,L,28,19.0,8.0,2.0,9.0,6.0,3.0,10.0,0.0,11.0,11.0,1.0,7.0
BOYES,BRAD,R,28,25.0,16.0,4.0,5.0,6.0,7.0,12.0,0.0,21.0,22.0,3.0,0.0
GIROUX,CLAUDE,R,28,41.0,17.0,10.0,14.0,16.0,10.0,14.0,1.0,29.0,34.0,1.0,6.0
POIRIER,EMILE,R,28,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
BJORKSTRAND,OLIVER,R,28,6.0,3.0,2.0,1.0,0.0,5.0,1.0,0.0,6.0,6.0,0.0,0.0
NELSON,BROCK,C,29,48.0,18.0,10.0,20.0,22.0,10.0,16.0,0.0,40.0,42.0,2.0,4.0
FERRARO,LANDON,C,29,16.0,6.0,2.0,8.0,7.0,8.0,1.0,0.0,14.0,14.0,0.0,2.0
DRAISAITL,LEON,C,29,40.0,11.0,8.0,21.0,16.0,10.0,12.0,2.0,37.0,39.0,1.0,0.0
MACKINNON,NATHAN,C,29,28.0,8.0,6.0,14.0,10.0,9.0,9.0,0.0,25.0,27.0,1.0,0.0
PEDAN,ANDREY,D,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOLOUBEF,CODY,D,29,3.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0
ENGELLAND,DERYK,D,29,8.0,0.0,0.0,8.0,4.0,3.0,1.0,0.0,8.0,8.0,0.0,0.0
MCCABE,JAKE,D,29,17.0,2.0,2.0,13.0,5.0,8.0,3.0,1.0,14.0,16.0,0.0,1.0
VALIEV,RINAT,D,29,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
KOEKKOEK,SLATER,D,29,3.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0
BRENNAN,TJ,D,29,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0
LINDBACK,ANDERS,G,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FLEURY,MARC-ANDRE,G,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O'CONNOR,MATTHEW,G,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EMERY,RAY,G,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BICKELL,BRYAN,L,29,4.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,4.0,4.0,0.0,0.0
STEWART,CHRIS,R,29,12.0,5.0,4.0,3.0,1.0,8.0,3.0,0.0,12.0,12.0,0.0,0.0
POMINVILLE,JASON,R,29,21.0,9.0,4.0,8.0,9.0,5.0,7.0,0.0,21.0,21.0,0.0,0.0
HAVLAT,MARTIN,R,29,3.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0
COYLE,CHARLIE,C,3,36.0,12.0,13.0,11.0,16.0,9.0,10.0,1.0,33.0,34.0,2.0,0.0
MCNABB,BRAYDEN,D,3,19.0,2.0,3.0,14.0,5.0,8.0,6.0,0.0,16.0,16.0,1.0,2.0
BIGRAS,CHRIS,D,3,4.0,0.0,0.0,4.0,1.0,1.0,2.0,0.0,4.0,4.0,0.0,0.0
STONER,CLAYTON,D,3,2.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0
PHANEUF,DION,D,3,17.0,2.0,5.0,10.0,6.0,4.0,6.0,1.0,14.0,15.0,1.0,1.0
KLINGBERG,JOHN,D,3,36.0,6.0,5.0,25.0,10.0,9.0,16.0,1.0,32.0,34.0,2.0,0.0
JOKIPAKKA,JYRKI,D,3,7.0,0.0,3.0,4.0,3.0,3.0,1.0,0.0,6.0,6.0,0.0,1.0
METHOT,MARC,D,3,10.0,1.0,1.0,8.0,5.0,2.0,3.0,0.0,9.0,9.0,0.0,1.0
PYSYK,MARK,D,3,9.0,0.0,1.0,8.0,3.0,3.0,3.0,0.0,7.0,8.0,1.0,0.0
MAATTA,OLLI,D,3,8.0,0.0,0.0,8.0,0.0,4.0,3.0,1.0,6.0,7.0,0.0,1.0
GUDAS,RADKO,D,3,11.0,4.0,1.0,6.0,4.0,5.0,2.0,0.0,10.0,10.0,0.0,1.0
JONES,SETH,D,3,25.0,2.0,6.0,17.0,13.0,8.0,4.0,0.0,23.0,23.0,1.0,1.0
KAMPFER,STEVEN,D,3,5.0,0.0,1.0,4.0,3.0,1.0,1.0,0.0,5.0,5.0,0.0,0.0
HAMONIC,TRAVIS,D,3,44.0,5.0,5.0,34.0,16.0,8.0,19.0,1.0,32.0,37.0,2.0,5.0
DELL,AARON,G,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
