last,first,pos,num,won,lost,dz_won,nz_won,oz_won,p1_won,p2_won,p3_won,ot_won,5v5_won,ev_won,sh_won,pp_won,dz_lost,nz_lost,oz_lost,p1_lost,p2_lost,p3_lost,ot_lost,5v5_lost,ev_lost,sh_lost,pp_lost
PAAJARVI,MAGNUS,L,56,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0
BECK,TAYLOR,L,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PULKKINEN,TEEMU,L,56,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
BAILEY,JUSTIN,R,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GRANT,DEREK,C,57,61.0,50.0,30.0,19.0,12.0,17.0,20.0,24.0,0.0,55.0,56.0,5.0,0.0,18.0,18.0,14.0,13.0,17.0,20.0,0.0,43.0,43.0,5.0,2.0
WINGELS,TOMMY,C,57,38.0,55.0,11.0,5.0,22.0,13.0,14.0,11.0,0.0,29.0,29.0,8.0,1.0,20.0,14.0,21.0,20.0,22.0,13.0,0.0,29.0,31.0,21.0,3.0
VAN RIEMSDYK,TREVOR,D,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MYERS,TYLER,D,57,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
PERRON,DAVID,L,57,2.0,8.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,6.0,1.0,5.0,2.0,0.0,6.0,7.0,0.0,1.0
BOURQUE,GABRIEL,L,57,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
MILLER,ANDREW,C,58,13.0,16.0,3.0,7.0,3.0,3.0,7.0,3.0,0.0,13.0,13.0,0.0,0.0,4.0,6.0,6.0,3.0,5.0,8.0,0.0,16.0,16.0,0.0,0.0
CARRICK,CONNOR,D,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAVARD,DAVID,D,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LETANG,KRIS,D,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KYLINGTON,OLIVER,D,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FEDUN,TAYLOR,D,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LEIER,TAYLOR,L,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCHALLER,TIM,C,59,40.0,73.0,11.0,17.0,12.0,13.0,17.0,10.0,0.0,36.0,36.0,4.0,0.0,22.0,32.0,19.0,34.0,23.0,16.0,0.0,64.0,64.0,9.0,0.0
JOSI,ROMAN,D,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DZIURZYNSKI,DAVE,L,59,3.0,4.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,2.0,0.0,4.0,4.0,0.0,0.0
BURMISTROV,ALEXANDER,C,6,205.0,307.0,77.0,79.0,49.0,69.0,74.0,58.0,4.0,156.0,164.0,26.0,15.0,103.0,122.0,82.0,107.0,102.0,95.0,3.0,246.0,257.0,29.0,21.0
PARDY,ADAM,D,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PETROVIC,ALEX,D,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GREENE,ANDY,D,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STRALMAN,ANTON,D,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WIDEMAN,DENNIS,D,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCILRATH,DYLAN,D,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JOHNSON,ERIK,D,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
PATERYN,GREG,D,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MUZZIN,JAKE,D,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EDMUNDSON,JOEL,D,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCANDELLA,MARCO,D,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WEBER,MIKE,D,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PULOCK,RYAN,D,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WEBER,SHEA,D,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DALEY,TREVOR,D,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
WEBER,YANNICK,D,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RYAN,BOBBY,R,6,3.0,8.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,7.0,4.0,3.0,1.0,0.0,6.0,8.0,0.0,0.0
GRANLUND,MARKUS,C,60,202.0,270.0,60.0,73.0,69.0,70.0,62.0,70.0,0.0,184.0,190.0,9.0,3.0,72.0,112.0,86.0,83.0,94.0,92.0,1.0,246.0,254.0,8.0,8.0
TREUTLE,NIKLAS,G,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BENOIT,ANDRE,D,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KULAK,BRETT,D,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRAUN,JUSTIN,D,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OUELLET,XAVIER,D,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NASH,RICK,L,61,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
PLOTNIKOV,SERGEI,L,61,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
TOLCHINSKY,SERGEY,L,61,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
STONE,MARK,R,61,8.0,11.0,1.0,1.0,6.0,3.0,3.0,1.0,1.0,5.0,7.0,0.0,1.0,0.0,2.0,9.0,4.0,3.0,4.0,0.0,5.0,5.0,0.0,6.0
SUSTR,ANDREJ,D,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GRYBA,ERIC,D,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TROTMAN,ZACH,D,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HAGELIN,CARL,L,62,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,3.0,3.0,1.0,0.0,0.0,4.0,4.0,0.0,0.0
WAGNER,CHRIS,R,62,144.0,117.0,44.0,64.0,36.0,50.0,51.0,43.0,0.0,137.0,138.0,6.0,0.0,29.0,59.0,29.0,44.0,41.0,32.0,0.0,109.0,109.0,6.0,2.0
MARCHAND,BRAD,C,63,21.0,35.0,2.0,3.0,16.0,5.0,8.0,7.0,1.0,6.0,6.0,2.0,13.0,9.0,5.0,21.0,13.0,14.0,8.0,0.0,11.0,14.0,2.0,19.0
BOLLAND,DAVE,C,63,156.0,185.0,68.0,50.0,38.0,45.0,66.0,45.0,0.0,119.0,123.0,18.0,15.0,74.0,65.0,46.0,69.0,68.0,48.0,0.0,141.0,146.0,34.0,5.0
RIBEIRO,MIKE,C,63,288.0,472.0,22.0,126.0,140.0,105.0,101.0,80.0,2.0,240.0,249.0,0.0,39.0,53.0,206.0,213.0,169.0,159.0,140.0,4.0,394.0,404.0,2.0,66.0
ENNIS,TYLER,C,63,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GABRIEL,KURTIS,R,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BLANDISI,JOSEPH,C,64,11.0,22.0,1.0,4.0,6.0,2.0,4.0,4.0,1.0,7.0,10.0,0.0,1.0,3.0,12.0,7.0,10.0,8.0,4.0,0.0,18.0,21.0,0.0,1.0
GRANLUND,MIKAEL,C,64,528.0,557.0,141.0,186.0,201.0,179.0,183.0,162.0,4.0,429.0,463.0,17.0,48.0,146.0,221.0,190.0,171.0,190.0,186.0,10.0,480.0,508.0,9.0,40.0
BARTLEY,VICTOR,D,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HATHAWAY,GARNET,R,64,1.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0
NOESEN,STEFAN,R,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RANDELL,TYLER,R,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHAW,ANDREW,C,65,146.0,168.0,46.0,50.0,50.0,43.0,50.0,52.0,1.0,133.0,138.0,1.0,7.0,69.0,52.0,47.0,50.0,59.0,58.0,1.0,155.0,160.0,0.0,8.0
ELSON,TURNER,C,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOURDE,YANNI,C,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEKEYSER,DANNY,D,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KARLSSON,ERIK,D,65,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
HAINSEY,RON,D,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STOLARZ,ANTHONY,G,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BURAKOVSKY,ANDRE,L,65,17.0,20.0,3.0,7.0,7.0,5.0,7.0,4.0,1.0,9.0,12.0,0.0,5.0,1.0,4.0,15.0,7.0,7.0,6.0,0.0,13.0,13.0,0.0,7.0
GRENIER,ALEXANDRE,R,65,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
DOWD,NIC,C,67,18.0,16.0,4.0,7.0,7.0,5.0,5.0,8.0,0.0,15.0,15.0,0.0,3.0,2.0,5.0,9.0,5.0,6.0,5.0,0.0,13.0,13.0,1.0,2.0
KERO,TANNER,C,67,55.0,68.0,9.0,22.0,24.0,22.0,20.0,13.0,0.0,53.0,53.0,2.0,0.0,14.0,28.0,26.0,26.0,21.0,21.0,0.0,65.0,66.0,2.0,0.0
HARPUR,BEN,D,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POULIOT,BENOIT,L,67,20.0,29.0,4.0,2.0,14.0,3.0,7.0,10.0,0.0,20.0,20.0,0.0,0.0,4.0,11.0,14.0,9.0,9.0,10.0,1.0,26.0,27.0,1.0,1.0
PACIORETTY,MAX,L,67,6.0,7.0,2.0,0.0,4.0,3.0,2.0,1.0,0.0,3.0,5.0,0.0,1.0,0.0,3.0,4.0,2.0,4.0,1.0,0.0,6.0,6.0,0.0,1.0
BROWN,CHRIS,R,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FROLIK,MICHAEL,R,67,5.0,5.0,0.0,1.0,4.0,2.0,2.0,1.0,0.0,5.0,5.0,0.0,0.0,2.0,3.0,0.0,1.0,4.0,0.0,0.0,3.0,4.0,1.0,0.0
RAKELL,RICKARD,R,67,197.0,254.0,43.0,81.0,73.0,61.0,62.0,69.0,5.0,172.0,185.0,2.0,10.0,62.0,91.0,101.0,67.0,103.0,81.0,3.0,224.0,238.0,4.0,12.0
KARLSSON,MELKER,C,68,11.0,12.0,1.0,5.0,5.0,3.0,6.0,2.0,0.0,8.0,8.0,3.0,0.0,5.0,2.0,5.0,4.0,3.0,5.0,0.0,10.0,10.0,2.0,0.0
HOFFMAN,MIKE,C,68,8.0,10.0,0.0,3.0,5.0,2.0,2.0,2.0,2.0,5.0,7.0,0.0,1.0,0.0,2.0,8.0,2.0,4.0,4.0,0.0,6.0,10.0,0.0,0.0
JAGR,JAROMIR,R,68,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
COGLIANO,ANDREW,C,7,6.0,11.0,3.0,2.0,1.0,3.0,3.0,0.0,0.0,5.0,6.0,0.0,0.0,2.0,2.0,7.0,2.0,2.0,7.0,0.0,8.0,9.0,1.0,1.0
MITCHELL,JOHN,C,7,415.0,434.0,188.0,132.0,95.0,144.0,137.0,130.0,4.0,339.0,358.0,49.0,8.0,214.0,137.0,83.0,137.0,136.0,160.0,1.0,313.0,330.0,98.0,6.0
TURRIS,KYLE,C,7,536.0,508.0,137.0,158.0,241.0,166.0,174.0,188.0,8.0,393.0,426.0,13.0,97.0,140.0,157.0,211.0,172.0,163.0,164.0,9.0,378.0,408.0,13.0,87.0
CULLEN,MATT,C,7,582.0,462.0,281.0,185.0,116.0,186.0,189.0,202.0,5.0,441.0,468.0,99.0,15.0,271.0,111.0,80.0,148.0,167.0,146.0,1.0,309.0,322.0,129.0,11.0
CHIAROT,BEN,D,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEABROOK,BRENT,D,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FORBORT,DEREK,D,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KULIKOV,DMITRY,D,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JOHNSON,JACK,D,7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
MERRILL,JON,D,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MARTIN,PAUL,D,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCUDERI,ROB,D,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MURPHY,RYAN,D,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ELLIOTT,STEFAN,D,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRODIE,TJ,D,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PORTER,CHRIS,L,7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
VEY,LINDEN,R,7,193.0,256.0,71.0,52.0,70.0,59.0,62.0,70.0,2.0,165.0,170.0,5.0,18.0,95.0,66.0,95.0,88.0,84.0,84.0,0.0,207.0,216.0,18.0,22.0
RASMUSSEN,DENNIS,C,70,144.0,163.0,36.0,57.0,51.0,53.0,46.0,45.0,0.0,141.0,142.0,0.0,2.0,48.0,62.0,53.0,51.0,53.0,59.0,0.0,161.0,161.0,1.0,1.0
HOLTBY,BRADEN,G,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KORPISALO,JOONAS,G,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUBBAN,MALCOLM,G,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PEARSON,TANNER,L,70,8.0,17.0,2.0,2.0,4.0,5.0,1.0,1.0,1.0,4.0,5.0,1.0,2.0,4.0,3.0,10.0,4.0,6.0,4.0,3.0,6.0,9.0,4.0,4.0
RENDULIC,BORNA,C,71,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0
LARKIN,DYLAN,C,71,41.0,59.0,8.0,14.0,19.0,14.0,11.0,16.0,0.0,31.0,33.0,0.0,8.0,13.0,16.0,30.0,16.0,17.0,26.0,0.0,43.0,48.0,0.0,11.0
RODRIGUES,EVAN,C,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MALKIN,EVGENI,C,71,317.0,438.0,51.0,106.0,160.0,99.0,112.0,103.0,3.0,301.0,310.0,1.0,6.0,97.0,166.0,175.0,153.0,148.0,132.0,5.0,394.0,424.0,5.0,9.0
NOLAN,JORDAN,C,71,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
HANLEY,JOEL,D,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MELCHIORI,JULIAN,D,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FOLIGNO,NICK,L,71,83.0,93.0,26.0,23.0,34.0,28.0,33.0,22.0,0.0,73.0,76.0,0.0,7.0,27.0,26.0,40.0,37.0,32.0,23.0,1.0,73.0,77.0,7.0,9.0
ATHANASIOU,ANDREAS,C,72,53.0,76.0,9.0,23.0,21.0,22.0,21.0,10.0,0.0,53.0,53.0,0.0,0.0,8.0,39.0,29.0,23.0,33.0,20.0,0.0,72.0,75.0,1.0,0.0
PANARIN,ARTEMI,C,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VATRANO,FRANK,C,72,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0
BOBROVSKY,SERGEI,G,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HORNQVIST,PATRIC,R,72,5.0,3.0,0.0,1.0,4.0,3.0,1.0,1.0,0.0,5.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,0.0,0.0
KOSMACHUK,SCOTT,R,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIRRI,BRANDON,C,73,66.0,75.0,16.0,11.0,39.0,21.0,19.0,25.0,1.0,44.0,47.0,0.0,19.0,11.0,20.0,44.0,17.0,29.0,28.0,1.0,64.0,65.0,1.0,9.0
TOFFOLI,TYLER,C,73,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,3.0,1.0,0.0
EMELIN,ALEXEI,D,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
